,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
C1orf162,8.45772234591644e-231,-1.97760740356989,0.15,0.394,2.91368534816821e-226,Treg,C1orf162
SPTAN1,2.68825320021291e-229,1.09559709656878,0.455,0.248,9.26103227473348e-225,Treg,SPTAN1
RPL5,3.89435533919935e-228,0.408653377446511,0.975,0.923,1.34160541435418e-223,Treg,RPL5
MALAT1,4.64517512584344e-228,0.409841453369237,1,0.989,1.60026283085306e-223,Treg,MALAT1
RNF130,1.49647264211218e-227,-3.45263098652096,0.041,0.267,5.15534825207646e-223,Treg,RNF130
CD63,2.52188682103049e-227,-1.69489577088042,0.321,0.529,8.68790009845005e-223,Treg,CD63
PAG1,3.41692094785047e-224,0.965611209289669,0.513,0.296,1.17712926653449e-219,Treg,PAG1
CST7,2.91255199721055e-223,-3.14056488526266,0.205,0.403,1.00337416303903e-218,Treg,CST7
RASGRP1,1.46954153096305e-219,0.986394124748023,0.471,0.256,5.06257057416772e-215,Treg,RASGRP1
PRF1,2.11229179095931e-219,-3.41979565157296,0.141,0.353,7.27684521985482e-215,Treg,PRF1
GATA3,1.51832509891136e-217,1.29814740585183,0.311,0.138,5.23062996574965e-213,Treg,GATA3
EVL,2.11171526317157e-217,0.610598757962767,0.82,0.604,7.27485908162608e-213,Treg,EVL
FOS,2.95508116965894e-216,-2.64902604667646,0.219,0.438,1.0180254629475e-211,Treg,FOS
ITGB1,7.83105321487956e-216,0.818583841775745,0.664,0.469,2.69779783252601e-211,Treg,ITGB1
RPL30,3.88508256551697e-215,0.353975111778131,0.979,0.953,1.3384109438206e-210,Treg,RPL30
AIF1,4.04725983444605e-215,-3.80738989497144,0.103,0.32,1.39428101296666e-210,Treg,AIF1
RPL32,2.51229075442595e-213,0.402631767637629,0.98,0.949,8.65484164899739e-209,Treg,RPL32
RPL24,1.47646320678603e-212,0.356525553604752,0.967,0.918,5.08641574737789e-208,Treg,RPL24
NSD3,4.50684669912088e-212,0.761798893530051,0.649,0.439,1.55260868784714e-207,Treg,NSD3
LCK,1.28120724381714e-211,0.647962877733277,0.719,0.455,4.41375895495004e-207,Treg,LCK
PIM2,3.91912865049843e-211,1.27964668261369,0.313,0.143,1.35013982009671e-206,Treg,PIM2
LDLRAD4,5.2348544176635e-211,1.56687265939709,0.352,0.176,1.80340734688508e-206,Treg,LDLRAD4
GSTK1,6.29394429050473e-210,0.815988597908715,0.719,0.527,2.16826380807888e-205,Treg,GSTK1
RPS18,4.09322655279213e-209,0.384227045499761,0.985,0.949,1.41011654743689e-204,Treg,RPS18
NCK2,7.84374760773885e-209,0.743776073446829,0.472,0.259,2.70217105086603e-204,Treg,NCK2
OPTN,8.21162498302862e-209,0.928908005774642,0.485,0.271,2.82890480665336e-204,Treg,OPTN
RPS6,1.59456398709399e-207,0.41366799630682,0.983,0.944,5.4932729355388e-203,Treg,RPS6
BCL2,1.57992562156129e-206,0.712521515786427,0.53,0.297,5.44284376627864e-202,Treg,BCL2
PSIP1,2.32168053574809e-206,0.738364551644607,0.607,0.389,7.99818944565218e-202,Treg,PSIP1
RPS2,3.00955189224178e-204,0.360296117738228,0.981,0.941,1.03679062687729e-199,Treg,RPS2
RPS15A,3.80432521468267e-204,0.34741779973216,0.982,0.951,1.31059003645818e-199,Treg,RPS15A
GLCCI1,1.56969867784535e-203,1.1251017368197,0.373,0.186,5.40761194517723e-199,Treg,GLCCI1
ITGB2,1.9755370223297e-202,-1.22036389645327,0.517,0.654,6.80572504192581e-198,Treg,ITGB2
NPM1,3.52446626104923e-202,0.44977561706529,0.927,0.802,1.21417862693146e-197,Treg,NPM1
RORA,7.02123643288538e-202,0.692495676758947,0.621,0.376,2.41881595112901e-197,Treg,RORA
ANKH,1.01744353817524e-201,1.20408319426505,0.308,0.142,3.50509298901369e-197,Treg,ANKH
CENPK,8.86123492005524e-201,1.09484392396687,0.31,0.141,3.05269542995903e-196,Treg,CENPK
SYNE2,4.97203859562397e-200,0.653210106551273,0.717,0.466,1.71286729619246e-195,Treg,SYNE2
MLLT3,5.03051429057244e-199,1.06967606463991,0.409,0.215,1.73301217310221e-194,Treg,MLLT3
SRGN,6.7932320212139e-198,-1.24691636544316,0.678,0.737,2.34026843130819e-193,Treg,SRGN
LYZ,1.41914256440781e-196,-5.12068647264544,0.206,0.401,4.88894613438491e-192,Treg,LYZ
CDKN1B,8.76191991310885e-196,1.04199015472198,0.435,0.246,3.018481410066e-191,Treg,CDKN1B
RPL14,2.67959697412275e-193,0.343851049713085,0.976,0.927,9.23121157585286e-189,Treg,RPL14
CYLD,1.05131841890761e-191,0.808214656843765,0.577,0.377,3.62179195313673e-187,Treg,CYLD
ARHGAP26,8.67444398404946e-191,-2.87027425645037,0.12,0.329,2.98834595250504e-186,Treg,ARHGAP26
C12orf57,1.80131680628807e-189,0.644069034798922,0.737,0.531,6.20553639766241e-185,Treg,C12orf57
RPS28,4.52371349711723e-188,0.311253256407377,0.977,0.946,1.55841929975688e-183,Treg,RPS28
GALM,8.96026628054916e-188,1.243525087205,0.268,0.118,3.08681173364919e-183,Treg,GALM
SLC38A1,1.96614100431465e-186,0.713407587706859,0.587,0.363,6.77335575986398e-182,Treg,SLC38A1
TMEM123,3.75674564616471e-186,0.619312011519467,0.681,0.473,1.29419887510374e-181,Treg,TMEM123
AAK1,2.12954169495951e-185,0.595181693564869,0.729,0.513,7.33627113913553e-181,Treg,AAK1
RPL12,2.45197928519249e-185,0.382249814911816,0.973,0.928,8.44706863748812e-181,Treg,RPL12
CTSD,1.52623560407882e-184,-1.80105725346021,0.236,0.432,5.25788165605152e-180,Treg,CTSD
SGTB,1.54950104848663e-184,1.25512167736572,0.283,0.132,5.33803111203643e-180,Treg,SGTB
HIVEP2,1.35379984200973e-180,0.960066006949166,0.393,0.211,4.66384045572352e-176,Treg,HIVEP2
IL10RA,1.56578227151583e-180,0.878038522944983,0.568,0.374,5.39411992537203e-176,Treg,IL10RA
RPL18,5.8010913206839e-180,0.321827737272545,0.975,0.93,1.9984759599756e-175,Treg,RPL18
RACK1,1.7023762054001e-179,0.357796258674755,0.968,0.905,5.86468602760336e-175,Treg,RACK1
CD52,3.04996006440725e-179,0.469708717215392,0.957,0.813,1.0507112421883e-174,Treg,CD52
CCDC66,4.50713250106363e-178,0.901178165690507,0.461,0.271,1.55270714661642e-173,Treg,CCDC66
TMEM63A,6.61173940978152e-178,1.1592129436999,0.309,0.15,2.27774422666973e-173,Treg,TMEM63A
ANKRD12,4.84500252520475e-177,0.585328460610035,0.801,0.625,1.66910336993304e-172,Treg,ANKRD12
MAF,1.74465459554998e-176,1.34197300132429,0.269,0.124,6.01033508166968e-172,Treg,MAF
S100A9,2.20334085414945e-176,-5.16700161656386,0.292,0.462,7.59050924254485e-172,Treg,S100A9
RAP1B,3.09795863081873e-176,-1.04854803396546,0.708,0.782,1.06724674831705e-171,Treg,RAP1B
RPS7,4.69607412202721e-176,0.320047481005591,0.975,0.93,1.61779753503837e-171,Treg,RPS7
MSN,8.1325020990481e-176,-1.08413814945073,0.463,0.621,2.80164697312207e-171,Treg,MSN
CSGALNACT1,1.78042899394606e-174,1.06035876214761,0.274,0.125,6.13357788414418e-170,Treg,CSGALNACT1
RPL8,5.20430114345477e-174,0.361726277396033,0.973,0.922,1.79288174392017e-169,Treg,RPL8
CDC25B,1.26096050778604e-173,1.04146896247405,0.339,0.17,4.34400894932292e-169,Treg,CDC25B
USP15,5.78462404606116e-173,0.565804994635553,0.736,0.55,1.99280298386807e-168,Treg,USP15
STK4,1.00166662201653e-171,0.530580052959819,0.816,0.655,3.45074151284693e-167,Treg,STK4
RPL22,1.16532563234306e-171,0.351474789421284,0.964,0.912,4.01454680342185e-167,Treg,RPL22
BTG1,2.49307699298485e-171,0.427223011462047,0.959,0.87,8.58865024083282e-167,Treg,BTG1
SMCHD1,2.91821805304166e-171,0.537058790015996,0.787,0.602,1.00532611927285e-166,Treg,SMCHD1
NMT2,5.01633009035581e-171,1.16217817402342,0.26,0.116,1.72812571612757e-166,Treg,NMT2
IL6ST,3.89771251335276e-166,1.01936464612184,0.461,0.284,1.34276196085003e-161,Treg,IL6ST
PDE3B,4.237105622782e-166,0.83665866876697,0.484,0.292,1.4596828870484e-161,Treg,PDE3B
EML4,1.37223509226803e-165,0.793084320369695,0.589,0.397,4.72734989286335e-161,Treg,EML4
RPL10A,6.49735641077549e-165,0.367258300558251,0.967,0.908,2.23833928351216e-160,Treg,RPL10A
GPR183,3.76601826907383e-164,0.988833647499359,0.352,0.185,1.29739329369594e-159,Treg,GPR183
LST1,2.90377990699079e-163,-3.57659984955536,0.117,0.297,1.00035217795833e-158,Treg,LST1
HLA-DRA,5.39378770521372e-163,-2.68296330627969,0.33,0.479,1.85815986444613e-158,Treg,HLA-DRA
RPSA,4.19963156141079e-162,0.359972600258339,0.966,0.896,1.44677307290602e-157,Treg,RPSA
PRDM1,1.01357120622494e-161,1.02371800193392,0.332,0.168,3.4917528054449e-157,Treg,PRDM1
PSAP,5.99906764554457e-160,-2.23563444827569,0.353,0.496,2.0666788038901e-155,Treg,PSAP
RPS4X,1.7418387182105e-159,0.321370817496019,0.981,0.942,6.00063438423516e-155,Treg,RPS4X
TOX,2.64758811598437e-159,1.19257732217674,0.291,0.14,9.12094105956615e-155,Treg,TOX
NAP1L4,3.99532440296123e-159,0.720507307035171,0.562,0.374,1.37638925682014e-154,Treg,NAP1L4
LINC00513,7.91380155359679e-159,1.10576788375802,0.343,0.183,2.72630463521409e-154,Treg,LINC00513
CD74,1.36287398683581e-158,-1.84919959788039,0.578,0.682,4.69510088464935e-154,Treg,CD74
MYO1F,1.4802846247535e-158,-1.30174911111757,0.327,0.497,5.09958053227582e-154,Treg,MYO1F
S100A8,1.54465364159418e-158,-5.3274343724634,0.163,0.338,5.32133179529196e-154,Treg,S100A8
RPL37,1.85018639570525e-157,0.352020524728044,0.977,0.937,6.3738921332046e-153,Treg,RPL37
GPR155,3.49548591354228e-156,1.08066248193327,0.3,0.152,1.20419489721532e-151,Treg,GPR155
RPL10,6.94008544667322e-156,0.307396282568524,0.985,0.956,2.39085943637893e-151,Treg,RPL10
TULP4,1.17071104214833e-155,1.21256705375559,0.287,0.144,4.03309954020098e-151,Treg,TULP4
CNST,3.23902264742095e-155,0.818333705792569,0.36,0.197,1.11584330203652e-150,Treg,CNST
RPS12,3.64716240419333e-155,0.336619960828589,0.983,0.957,1.2564474482446e-150,Treg,RPS12
CMC1,2.37199662326507e-153,-2.58494516806449,0.177,0.356,8.17152836714815e-149,Treg,CMC1
MZT2A,5.57631342865138e-153,0.768110798229908,0.511,0.327,1.9210399761704e-148,Treg,MZT2A
PHACTR2,7.87132040353998e-153,0.916880765865981,0.429,0.253,2.71166987901952e-148,Treg,PHACTR2
LIME1,2.91340603444116e-152,1.12073615374729,0.308,0.158,1.00366837886498e-147,Treg,LIME1
FLT3LG,2.32515245017845e-151,0.990909195243894,0.333,0.176,8.01015019086476e-147,Treg,FLT3LG
GZMM,3.86086086779848e-151,-1.78415552844322,0.262,0.423,1.33006656895658e-146,Treg,GZMM
RPL34,1.71886471316751e-150,0.332554599451526,0.982,0.948,5.92148893686208e-146,Treg,RPL34
LYST,7.60887574399068e-150,-1.93547230874575,0.211,0.389,2.62125769380479e-145,Treg,LYST
RPL18A,1.21883187907491e-149,0.341573201173357,0.974,0.931,4.19887582341307e-145,Treg,RPL18A
ODF2L,3.52240546589046e-149,0.823083252759934,0.418,0.242,1.21346868299926e-144,Treg,ODF2L
CYTOR,4.92663464035861e-148,0.973028441235511,0.428,0.266,1.69722563360354e-143,Treg,CYTOR
TPR,6.60826357124964e-148,0.825228151471139,0.573,0.411,2.2765468002955e-143,Treg,TPR
RPL3,7.63531515565243e-148,0.326825374349905,0.98,0.937,2.63036607112226e-143,Treg,RPL3
ASXL1,1.143549142876e-147,0.943678068326131,0.43,0.261,3.93952679720784e-143,Treg,ASXL1
NDFIP1,1.38818493894955e-147,0.615472260740325,0.654,0.475,4.78229711468118e-143,Treg,NDFIP1
CTSS,5.42570307199682e-147,-2.55767943946766,0.466,0.58,1.86915470830291e-142,Treg,CTSS
SAMHD1,7.19614654141021e-147,0.47831035683819,0.721,0.507,2.47907248351582e-142,Treg,SAMHD1
RBMS1,1.64121922335816e-145,-1.36803405633381,0.211,0.403,5.65400022446886e-141,Treg,RBMS1
RPS15,8.31309750221924e-144,0.327301133171498,0.975,0.931,2.86386208951453e-139,Treg,RPS15
ZNF831,7.51646635474655e-143,0.988180764047649,0.303,0.155,2.58942265921019e-138,Treg,ZNF831
SRSF5,8.67956972060193e-143,0.418937503251551,0.905,0.798,2.99011176874736e-138,Treg,SRSF5
RPL6,1.26913204043443e-142,0.318567662716013,0.971,0.926,4.3721598792966e-138,Treg,RPL6
SLC4A7,4.23170542552802e-140,0.857834608378229,0.409,0.243,1.4578225190944e-135,Treg,SLC4A7
UXS1,1.27778896730802e-139,0.865047811013981,0.303,0.16,4.40198299237614e-135,Treg,UXS1
PRKCQ,1.16038010875335e-137,0.757176208771161,0.39,0.22,3.9975094746553e-133,Treg,PRKCQ
FOXP1,5.58018862729654e-137,0.613627551945776,0.802,0.629,1.92237498210366e-132,Treg,FOXP1
RPL29,1.84261189412006e-136,0.314195262420594,0.968,0.916,6.34779797524362e-132,Treg,RPL29
S1PR4,5.39674112314831e-136,0.874163063790973,0.476,0.311,1.85917731692459e-131,Treg,S1PR4
PPP1R2,1.93374568704199e-134,0.613948954426346,0.632,0.465,6.66175389185967e-130,Treg,PPP1R2
PEBP1,6.51685913303418e-134,0.604368187362861,0.592,0.411,2.24505797133027e-129,Treg,PEBP1
DDX24,1.98863050403507e-133,0.588751740716246,0.676,0.508,6.85083208640083e-129,Treg,DDX24
CCDC7,3.37011543254563e-133,1.15179977173344,0.252,0.124,1.16100476651197e-128,Treg,CCDC7
GBP2,4.16712384409225e-133,0.810654262675926,0.473,0.311,1.43557416428978e-128,Treg,GBP2
TLK1,6.50878766482072e-133,0.544738883526649,0.528,0.351,2.24227735053074e-128,Treg,TLK1
TPST2,1.51303687938952e-132,-1.93316558633226,0.136,0.306,5.21241204949688e-128,Treg,TPST2
FOXO1,1.05072682926419e-131,0.776825783906164,0.425,0.261,3.61975392681514e-127,Treg,FOXO1
TNIK,9.10827787959632e-131,0.68512721425159,0.447,0.27,3.13780172952093e-126,Treg,TNIK
PRDX2,1.15337479654437e-130,0.663945738255829,0.525,0.345,3.97337617409534e-126,Treg,PRDX2
HSPA8,2.69043408508091e-130,0.504360619232619,0.823,0.686,9.26854542310375e-126,Treg,HSPA8
RPS25,3.22611992388085e-130,0.297984146274271,0.971,0.928,1.11139831377695e-125,Treg,RPS25
RPS3,3.63515633662974e-130,0.299874194062165,0.978,0.942,1.25231135796895e-125,Treg,RPS3
LYAR,8.4797782558355e-130,-1.72379436727192,0.145,0.315,2.92128360913533e-125,Treg,LYAR
LAT,1.12005424161414e-129,0.626585451780705,0.484,0.308,3.85858686236072e-125,Treg,LAT
BTF3,6.94652277661102e-129,0.335372792397031,0.936,0.866,2.3930770965425e-124,Treg,BTF3
MT-ND2,1.71853166564762e-128,-0.445691060750017,0.987,0.968,5.92034158815605e-124,Treg,MT-ND2
MT-ND4,8.590530398158e-128,-0.322832740681045,0.993,0.969,2.95943772216543e-123,Treg,MT-ND4
TRBC1,1.99272157915532e-127,0.94218467154757,0.56,0.4,6.86492584019007e-123,Treg,TRBC1
HELB,2.35649561020254e-127,0.989191906136424,0.296,0.159,8.11812737714776e-123,Treg,HELB
CCM2,8.75122710459092e-127,0.679046376720861,0.541,0.375,3.01479773753157e-122,Treg,CCM2
ADGRE5,1.67883651080099e-126,-1.23387916733741,0.284,0.45,5.78359177970942e-122,Treg,ADGRE5
APMAP,3.73287510271293e-126,-1.89254081387185,0.131,0.293,1.28597547288461e-121,Treg,APMAP
RPL28,5.20924875555042e-125,0.271040837430007,0.982,0.948,1.79458619628712e-120,Treg,RPL28
MT-CO1,6.72771830656056e-125,-0.287900407476203,0.999,0.982,2.31769895661011e-120,Treg,MT-CO1
RPL9,2.20724967600753e-124,0.290297224897508,0.974,0.935,7.60397513384595e-120,Treg,RPL9
DUSP1,3.18521057349571e-124,-1.5033931412109,0.451,0.568,1.09730504256927e-119,Treg,DUSP1
RPL19,3.30860610070926e-124,0.285516750369438,0.977,0.94,1.13981480169434e-119,Treg,RPL19
TIAM1,3.32578773688323e-124,0.791999046011015,0.273,0.141,1.14573387535627e-119,Treg,TIAM1
ITM2A,9.65288889312567e-124,0.789369603430385,0.42,0.258,3.3254202236818e-119,Treg,ITM2A
RPS29,1.25153679742074e-122,0.349772407181046,0.98,0.942,4.31154426711445e-118,Treg,RPS29
MPHOSPH8,2.8837859742769e-122,0.561254843347843,0.623,0.457,9.93464268138391e-118,Treg,MPHOSPH8
SAMD3,5.291189749871e-122,-1.67410078087805,0.187,0.346,1.82281486883056e-117,Treg,SAMD3
PTPRE,2.1391445104178e-121,-2.02908878030308,0.111,0.267,7.36935283838933e-117,Treg,PTPRE
UBL3,2.07141227623584e-120,0.794162745298175,0.409,0.258,7.13601529163247e-116,Treg,UBL3
MPRIP,1.11352185975955e-119,0.989174865092037,0.277,0.149,3.83608280687165e-115,Treg,MPRIP
AGTRAP,1.14910539026465e-119,-1.8315116923534,0.098,0.256,3.95866806946172e-115,Treg,AGTRAP
RPS5,3.97575441088141e-119,0.312846059350006,0.955,0.888,1.36964739454864e-114,Treg,RPS5
EZR,2.30716520505979e-118,0.625376809967193,0.576,0.417,7.94818413143098e-114,Treg,EZR
RPS27,2.53421091192933e-118,0.321443335129322,0.986,0.959,8.73035659159654e-114,Treg,RPS27
RGS2,1.47670308303647e-117,-2.43770184020427,0.114,0.266,5.08724212106065e-113,Treg,RGS2
ASAH1,4.49197564790711e-117,-1.73776272995966,0.191,0.345,1.547485610704e-112,Treg,ASAH1
SH3YL1,5.26303022771202e-117,1.00870245814808,0.273,0.146,1.81311391344679e-112,Treg,SH3YL1
MCUB,5.31812423407712e-117,0.568961624113166,0.577,0.409,1.83209379863957e-112,Treg,MCUB
ACAP1,1.42348083692027e-116,0.57437887085718,0.603,0.429,4.90389148319032e-112,Treg,ACAP1
GPRIN3,1.57792164908233e-116,0.779846986660758,0.34,0.196,5.43594008108863e-112,Treg,GPRIN3
SERF2,1.4719655721961e-115,-0.506569599415522,0.928,0.918,5.07092139621557e-111,Treg,SERF2
LINC00861,1.53226469317969e-114,0.440011693947418,0.555,0.357,5.27865186800405e-110,Treg,LINC00861
LGALS1,2.85055409313867e-114,-1.15239097039599,0.381,0.516,9.82015885086273e-110,Treg,LGALS1
EPC1,6.87686546404333e-114,0.610657579811208,0.663,0.518,2.36908015236293e-109,Treg,EPC1
CCR7,7.41605594478686e-114,0.711772252403608,0.295,0.158,2.55483127297907e-109,Treg,CCR7
S100A10,1.90253717635909e-113,0.379190557738414,0.886,0.739,6.55424057255706e-109,Treg,S100A10
ATXN7L1,2.33063583129767e-113,1.02729132258719,0.303,0.172,8.02904043882047e-109,Treg,ATXN7L1
WWP1,2.60931160759252e-112,0.821471478115939,0.375,0.233,8.98907848815624e-108,Treg,WWP1
FTL,2.85134683073191e-112,-1.28695018394178,0.963,0.955,9.82288983187143e-108,Treg,FTL
SERPINB6,5.10997636187863e-112,-1.63658588181268,0.097,0.253,1.76038685666719e-107,Treg,SERPINB6
EIF3E,8.49469595791656e-111,0.382061718543104,0.851,0.717,2.92642275750225e-106,Treg,EIF3E
HLA-DPA1,2.02253190165433e-109,-1.41633740352747,0.385,0.514,6.96762240119917e-105,Treg,HLA-DPA1
