,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MYO1F,0,1.23449644916074,0.709,0.365,0,CD4+ effector T cell,MYO1F
MAL,0,-3.73019975442331,0.032,0.374,0,CD4+ effector T cell,MAL
HLA-DPA1,0,1.25366539688434,0.677,0.346,0,CD4+ effector T cell,HLA-DPA1
CX3CR1,0,2.20228301738091,0.428,0.097,0,CD4+ effector T cell,CX3CR1
LINC01871,0,1.33934226656134,0.565,0.251,0,CD4+ effector T cell,LINC01871
KLRG1,0,1.02598896877814,0.616,0.309,0,CD4+ effector T cell,KLRG1
CTSC,0,1.35353788694554,0.698,0.393,0,CD4+ effector T cell,CTSC
TRGC2,0,1.04502568632488,0.541,0.241,0,CD4+ effector T cell,TRGC2
CYTOR,0,1.28831897233238,0.556,0.259,0,CD4+ effector T cell,CYTOR
C1orf21,0,1.65831910844297,0.423,0.13,0,CD4+ effector T cell,C1orf21
APOBEC3G,0,1.32119332149862,0.584,0.293,0,CD4+ effector T cell,APOBEC3G
ID2,0,1.08828775679933,0.723,0.437,0,CD4+ effector T cell,ID2
ANXA2,0,1.1491458994958,0.611,0.334,0,CD4+ effector T cell,ANXA2
CD320,0,1.88589162027101,0.444,0.169,0,CD4+ effector T cell,CD320
FLNA,0,1.16997017540383,0.679,0.415,0,CD4+ effector T cell,FLNA
ADGRG1,0,1.73301804859355,0.367,0.104,0,CD4+ effector T cell,ADGRG1
YWHAQ,0,1.26982817778037,0.728,0.467,0,CD4+ effector T cell,YWHAQ
FOXP1,0,-1.53994713804589,0.486,0.743,0,CD4+ effector T cell,FOXP1
SPON2,0,1.59413004275989,0.409,0.152,0,CD4+ effector T cell,SPON2
FCRL6,0,1.49746537836574,0.377,0.124,0,CD4+ effector T cell,FCRL6
S1PR5,0,1.65993575167261,0.366,0.115,0,CD4+ effector T cell,S1PR5
S100A11,0,0.930121916812281,0.793,0.543,0,CD4+ effector T cell,S100A11
ANXA1,0,0.963652545912127,0.925,0.678,0,CD4+ effector T cell,ANXA1
PRSS23,0,1.83770174606773,0.327,0.082,0,CD4+ effector T cell,PRSS23
GZMM,0,0.841607009513172,0.782,0.546,0,CD4+ effector T cell,GZMM
CD99,0,1.0832467999444,0.913,0.68,0,CD4+ effector T cell,CD99
LAIR2,0,2.03972669084566,0.32,0.089,0,CD4+ effector T cell,LAIR2
ITGB2,0,1.11831557417542,0.846,0.62,0,CD4+ effector T cell,ITGB2
CLIC1,0,0.923514084469653,0.841,0.623,0,CD4+ effector T cell,CLIC1
MIAT,0,1.77464785525378,0.315,0.11,0,CD4+ effector T cell,MIAT
CD300A,0,1.71315936829276,0.296,0.098,0,CD4+ effector T cell,CD300A
LDHB,0,-1.14830777920521,0.639,0.829,0,CD4+ effector T cell,LDHB
SRGN,0,0.751130350830987,0.881,0.696,0,CD4+ effector T cell,SRGN
CD2,0,1.00751258856204,0.901,0.742,0,CD4+ effector T cell,CD2
IFITM2,0,0.902593961692561,0.903,0.753,0,CD4+ effector T cell,IFITM2
S100A4,0,1.36827875709356,0.997,0.867,0,CD4+ effector T cell,S100A4
S100A10,0,0.933245224561664,0.954,0.825,0,CD4+ effector T cell,S100A10
EMP3,0,0.809881190016862,0.921,0.793,0,CD4+ effector T cell,EMP3
HCST,0,0.806552618956246,0.938,0.817,0,CD4+ effector T cell,HCST
CYBA,0,0.748923686945775,0.94,0.837,0,CD4+ effector T cell,CYBA
UBB,0,0.739337101884459,0.92,0.837,0,CD4+ effector T cell,UBB
MYL12B,0,0.699253462636547,0.932,0.853,0,CD4+ effector T cell,MYL12B
SH3BGRL3,0,1.13397139896561,0.979,0.902,0,CD4+ effector T cell,SH3BGRL3
GAPDH,0,0.748121444764705,0.917,0.844,0,CD4+ effector T cell,GAPDH
MYL6,0,0.757319928878955,0.964,0.892,0,CD4+ effector T cell,MYL6
ARPC2,0,0.650534540863026,0.937,0.868,0,CD4+ effector T cell,ARPC2
S100A6,0,0.904034175523705,0.983,0.923,0,CD4+ effector T cell,S100A6
IL32,0,0.843308068579689,0.984,0.925,0,CD4+ effector T cell,IL32
CFL1,0,0.726753996738063,0.973,0.929,0,CD4+ effector T cell,CFL1
PFN1,0,0.85092444422189,0.986,0.945,0,CD4+ effector T cell,PFN1
CD52,0,1.15408681985126,0.988,0.953,0,CD4+ effector T cell,CD52
CALM1,0,0.578501258187718,0.971,0.94,0,CD4+ effector T cell,CALM1
MYL12A,0,0.560937148095663,0.977,0.949,0,CD4+ effector T cell,MYL12A
HLA-E,0,0.571468578770892,0.979,0.953,0,CD4+ effector T cell,HLA-E
HLA-C,0,0.973351934630794,0.994,0.975,0,CD4+ effector T cell,HLA-C
TMSB10,0,0.463030349653998,0.998,0.985,0,CD4+ effector T cell,TMSB10
HLA-A,0,0.619222721110156,0.99,0.978,0,CD4+ effector T cell,HLA-A
RPL11,0,-0.42636486734698,0.997,0.986,0,CD4+ effector T cell,RPL11
HLA-B,0,0.616411084014736,0.998,0.987,0,CD4+ effector T cell,HLA-B
RPS12,0,-0.517432239379839,0.998,0.987,0,CD4+ effector T cell,RPS12
ACTB,0,0.708358534608864,0.999,0.988,0,CD4+ effector T cell,ACTB
RPL30,0,-0.398857575475063,0.998,0.987,0,CD4+ effector T cell,RPL30
RPL18,0,-0.412545216828543,0.992,0.981,0,CD4+ effector T cell,RPL18
RPS8,0,-0.62979381705264,0.994,0.984,0,CD4+ effector T cell,RPS8
RPL32,0,-0.49766148042535,0.995,0.985,0,CD4+ effector T cell,RPL32
RPLP1,0,-0.475527191809832,0.999,0.989,0,CD4+ effector T cell,RPLP1
TMSB4X,0,0.651198940529901,1,0.992,0,CD4+ effector T cell,TMSB4X
RPS13,0,-0.628984218279947,0.987,0.979,0,CD4+ effector T cell,RPS13
RPL13,0,-0.49856417624526,0.997,0.99,0,CD4+ effector T cell,RPL13
RPL5,0,-0.497151251160004,0.988,0.982,0,CD4+ effector T cell,RPL5
RPL22,0,-0.606033176250932,0.975,0.973,0,CD4+ effector T cell,RPL22
B2M,0,0.775097639346142,1,0.998,0,CD4+ effector T cell,B2M
MT-CO1,0,0.383265706495157,0.999,0.999,0,CD4+ effector T cell,MT-CO1
RPS23,4.64696123993718e-307,-0.399433747190714,0.996,0.984,1.60087814715836e-302,CD4+ effector T cell,RPS23
RPS2,2.18155846023462e-306,-0.436119379352454,0.998,0.988,7.51546889550828e-302,CD4+ effector T cell,RPS2
PRKCA,2.06194596444278e-305,-2.60757393540406,0.096,0.418,7.10340384750538e-301,CD4+ effector T cell,PRKCA
CCR7,4.53839530613596e-304,-3.93643350294473,0.027,0.331,1.56347718296384e-299,CD4+ effector T cell,CCR7
EEF1B2,4.48690828776291e-301,-0.611600067906818,0.952,0.959,1.54573990513432e-296,CD4+ effector T cell,EEF1B2
MALAT1,2.15964194617923e-294,0.328619696428197,1,1,7.43996650458746e-290,CD4+ effector T cell,MALAT1
TXK,4.34517254191328e-292,-2.73915520125843,0.046,0.353,1.49691194068912e-287,CD4+ effector T cell,TXK
CHST12,5.55363334681013e-290,1.29544473180729,0.463,0.219,1.91322668797609e-285,CD4+ effector T cell,CHST12
SAMD3,1.19297148230045e-284,0.931512571188866,0.681,0.408,4.10978675652506e-280,CD4+ effector T cell,SAMD3
LSP1,4.95828347729786e-284,0.912133814213376,0.772,0.595,1.70812865792911e-279,CD4+ effector T cell,LSP1
RPL12,1.40337982506338e-283,-0.446720863474923,0.991,0.979,4.83464349734334e-279,CD4+ effector T cell,RPL12
TBX21,2.51466603116276e-282,1.66471254842654,0.268,0.089,8.66302447735572e-278,CD4+ effector T cell,TBX21
RPS5,7.30052467262027e-282,-0.527784494683239,0.969,0.968,2.51503074971768e-277,CD4+ effector T cell,RPS5
LYAR,3.45069290571346e-281,0.881022431577833,0.66,0.369,1.18876370601829e-276,CD4+ effector T cell,LYAR
TPT1,2.04573476989257e-279,-0.418661477191411,0.998,0.989,7.0475562822799e-275,CD4+ effector T cell,TPT1
IL6ST,1.10858489324224e-268,-2.13340669673635,0.125,0.429,3.81907495721953e-264,CD4+ effector T cell,IL6ST
PRR5L,2.4355839272411e-268,1.65022307539013,0.259,0.086,8.39058662934558e-264,CD4+ effector T cell,PRR5L
NOSIP,1.01031164745795e-264,-1.48393383506159,0.306,0.585,3.48052362549263e-260,CD4+ effector T cell,NOSIP
OAZ1,2.15539834811594e-264,0.522937138489291,0.951,0.912,7.42534730925942e-260,CD4+ effector T cell,OAZ1
CRIP1,7.859868253351e-264,0.824226821601295,0.851,0.661,2.70772461327942e-259,CD4+ effector T cell,CRIP1
UBC,5.36132081046352e-263,0.562811838929628,0.955,0.932,1.84697501920468e-258,CD4+ effector T cell,UBC
RAP1B,2.7744627388031e-261,0.666677723672446,0.895,0.796,9.55802413517669e-257,CD4+ effector T cell,RAP1B
CD3D,1.35891354686379e-260,0.570075073291916,0.944,0.899,4.68145716894575e-256,CD4+ effector T cell,CD3D
SERINC5,6.4757412292965e-259,-2.11334433788468,0.147,0.441,2.23089285349265e-254,CD4+ effector T cell,SERINC5
MAF,3.17865513917848e-258,1.31367666822354,0.403,0.182,1.09504669544699e-253,CD4+ effector T cell,MAF
MAML2,9.59390608563632e-257,-2.11739581139314,0.177,0.468,3.30510064650171e-252,CD4+ effector T cell,MAML2
RPL39,2.28395403782651e-254,-0.368931750395649,0.998,0.984,7.86822166031231e-250,CD4+ effector T cell,RPL39
PPIA,1.37025082610657e-248,0.536067339409084,0.945,0.907,4.72051409593712e-244,CD4+ effector T cell,PPIA
SERF2,2.1162602302273e-246,0.454825543301367,0.973,0.945,7.29051649313305e-242,CD4+ effector T cell,SERF2
MYO1G,9.08930381187049e-242,1.1659579350244,0.518,0.292,3.13126516318938e-237,CD4+ effector T cell,MYO1G
RPL9,6.12917767654698e-241,-0.415960203801172,0.992,0.982,2.11150170957043e-236,CD4+ effector T cell,RPL9
MIR4435-2HG,2.77248345100787e-239,1.44120077897972,0.313,0.125,9.5512054887221e-235,CD4+ effector T cell,MIR4435-2HG
AHNAK,1.44127292448606e-237,0.900062588342413,0.695,0.474,4.96518522485447e-233,CD4+ effector T cell,AHNAK
NELL2,5.22589756896502e-237,-3.56484228571564,0.029,0.284,1.80032171250845e-232,CD4+ effector T cell,NELL2
CD7,9.15605900717637e-233,-1.23986785580376,0.292,0.587,3.15426232797226e-228,CD4+ effector T cell,CD7
IFITM1,4.24877750925013e-231,0.863617720164788,0.753,0.57,1.46370385193667e-226,CD4+ effector T cell,IFITM1
DBI,2.29195306365084e-229,0.846981441423306,0.717,0.54,7.89577830427713e-225,CD4+ effector T cell,DBI
SARAF,1.30667796476219e-228,-0.625966136534132,0.817,0.91,4.50150558860576e-224,CD4+ effector T cell,SARAF
ATP5F1E,6.16100390925716e-226,0.457464049847995,0.961,0.94,2.12246584673909e-221,CD4+ effector T cell,ATP5F1E
PSME1,1.27717806944591e-225,0.667986326543399,0.864,0.766,4.39987844924116e-221,CD4+ effector T cell,PSME1
MATK,1.07408622581131e-221,1.11582818962134,0.405,0.19,3.70022704791998e-217,CD4+ effector T cell,MATK
TSHZ2,6.6383914645353e-221,-3.41569789934131,0.033,0.277,2.28692585953241e-216,CD4+ effector T cell,TSHZ2
CTSW,4.27140207943641e-219,0.683472572040677,0.657,0.401,1.47149801636584e-214,CD4+ effector T cell,CTSW
PPP1CA,5.38003783375881e-219,0.871013281931215,0.701,0.527,1.85342303372991e-214,CD4+ effector T cell,PPP1CA
NPM1,1.68572809830189e-218,-0.536911879412013,0.906,0.939,5.80733329865001e-214,CD4+ effector T cell,NPM1
RARRES3,1.58431585253824e-217,0.91661870831026,0.63,0.405,5.45796811199424e-213,CD4+ effector T cell,RARRES3
PDE3B,1.76988955231153e-217,-1.87405471504435,0.214,0.48,6.09726950771323e-213,CD4+ effector T cell,PDE3B
DSTN,1.50472367545606e-216,0.998712322310968,0.609,0.407,5.18377306194613e-212,CD4+ effector T cell,DSTN
HLA-DRA,3.93487001891308e-215,1.32593181460391,0.443,0.234,1.35556272151556e-210,CD4+ effector T cell,HLA-DRA
TXN,1.25691826796913e-214,0.944645749218855,0.622,0.421,4.33008343315364e-210,CD4+ effector T cell,TXN
KLRB1,2.7577531929105e-214,0.703964732476487,0.55,0.303,9.50045974957667e-210,CD4+ effector T cell,KLRB1
SEPT7,1.39247162909157e-213,0.89748341365169,0.655,0.436,4.79706476222045e-209,CD4+ effector T cell,SEPT7
CD53,6.73753589495705e-213,0.721752041059165,0.809,0.685,2.3210811158127e-208,CD4+ effector T cell,CD53
SLC9A3R1,1.3901365917549e-211,1.04181243608035,0.56,0.357,4.78902055859565e-207,CD4+ effector T cell,SLC9A3R1
RPS6,2.89996440464433e-208,-0.417228631041126,0.995,0.986,9.99037737399972e-204,CD4+ effector T cell,RPS6
INPP4B,2.44111426414539e-203,-1.70791645248017,0.261,0.514,8.40963863998085e-199,CD4+ effector T cell,INPP4B
BACH2,7.11700262869512e-203,-2.65906406952885,0.079,0.32,2.45180740558547e-198,CD4+ effector T cell,BACH2
CD8B,1.40854258142369e-199,-2.77083876851246,0.071,0.303,4.85242919300462e-195,CD4+ effector T cell,CD8B
TNFRSF1B,1.0163035963215e-197,1.15815623505961,0.417,0.22,3.50116588932755e-193,CD4+ effector T cell,TNFRSF1B
RPL24,6.62397277092426e-196,-0.345216251080937,0.982,0.977,2.28195861958341e-191,CD4+ effector T cell,RPL24
GAS5,7.92423866091266e-196,-1.94793150238527,0.15,0.388,2.72990021868441e-191,CD4+ effector T cell,GAS5
EIF3E,1.91120392348166e-195,-0.678284990116809,0.741,0.855,6.58409751639432e-191,CD4+ effector T cell,EIF3E
AQP3,5.57713978479179e-195,-2.30279177198852,0.072,0.309,1.92132465586077e-190,CD4+ effector T cell,AQP3
LITAF,3.19578312301209e-193,0.733823282325084,0.747,0.592,1.10094728587767e-188,CD4+ effector T cell,LITAF
PATJ,1.92919947409748e-190,-2.45804458105274,0.056,0.285,6.64609218826582e-186,CD4+ effector T cell,PATJ
CORO1A,4.49511459411339e-189,0.574746843784631,0.901,0.852,1.54856697767206e-184,CD4+ effector T cell,CORO1A
CALR,1.08093865333776e-188,0.867248427024043,0.696,0.531,3.72383366074859e-184,CD4+ effector T cell,CALR
LY6E,3.96555986086276e-188,0.878931579097858,0.696,0.547,1.36613537206722e-183,CD4+ effector T cell,LY6E
RPL34,5.704833071403e-188,-0.401656242192732,0.997,0.986,1.96531499309833e-183,CD4+ effector T cell,RPL34
PPP1R18,1.25042244888855e-187,0.978422191235031,0.55,0.357,4.30770533642104e-183,CD4+ effector T cell,PPP1R18
OXNAD1,1.65010794146256e-187,-1.37359741901742,0.203,0.46,5.68462185833853e-183,CD4+ effector T cell,OXNAD1
NFKB1,8.57609330805317e-186,-2.1330428497666,0.121,0.357,2.95446414462432e-181,CD4+ effector T cell,NFKB1
RPL8,3.89726954477153e-185,-0.361264572411455,0.981,0.976,1.34260935817379e-180,CD4+ effector T cell,RPL8
CD74,5.84654261483205e-185,0.851710367499322,0.722,0.551,2.01413393080964e-180,CD4+ effector T cell,CD74
RAPGEF6,5.36575397931994e-184,-1.76579704704077,0.141,0.382,1.84850224587572e-179,CD4+ effector T cell,RAPGEF6
RPS3A,3.12700350060494e-183,-0.405814042676516,0.99,0.98,1.0772527059584e-178,CD4+ effector T cell,RPS3A
TRABD2A,3.2186719687277e-183,-2.28111498800832,0.067,0.294,1.10883249322669e-178,CD4+ effector T cell,TRABD2A
IL2RG,5.35365368450648e-183,0.694221723009353,0.783,0.669,1.84433369431248e-178,CD4+ effector T cell,IL2RG
SNHG29,5.48340412816493e-182,-1.84518649532626,0.155,0.383,1.88903272215282e-177,CD4+ effector T cell,SNHG29
TGFBR3,1.1837203231666e-181,1.04544183375789,0.379,0.185,4.07791651330894e-177,CD4+ effector T cell,TGFBR3
ABLIM1,1.57866133692588e-181,-1.88296680751822,0.108,0.346,5.43848830570965e-177,CD4+ effector T cell,ABLIM1
PABPC1,1.7103688896339e-181,-0.604678068585945,0.837,0.907,5.89222082478878e-177,CD4+ effector T cell,PABPC1
PAXX,5.28309733863401e-181,0.885416662754373,0.603,0.423,1.82002703315942e-176,CD4+ effector T cell,PAXX
ARHGAP15,6.40685172067936e-181,-1.23939563738852,0.52,0.713,2.20716041777404e-176,CD4+ effector T cell,ARHGAP15
CDC42EP3,2.94267870438961e-180,1.13925164814369,0.423,0.237,1.01375281366222e-175,CD4+ effector T cell,CDC42EP3
FAM102A,6.30823750431942e-179,-2.43965447281942,0.053,0.272,2.17318782023804e-174,CD4+ effector T cell,FAM102A
PYHIN1,1.84749333389668e-177,0.771605394485386,0.596,0.379,6.36461453527405e-173,CD4+ effector T cell,PYHIN1
CD28,3.13520820340017e-176,-2.5898243233265,0.05,0.265,1.08007922607136e-171,CD4+ effector T cell,CD28
ARPC3,7.52225745685148e-176,0.512697522882732,0.893,0.842,2.59141769388534e-171,CD4+ effector T cell,ARPC3
GSTP1,8.92685067608097e-176,0.810470123060934,0.646,0.477,3.0753000579099e-171,CD4+ effector T cell,GSTP1
EEF1G,1.73150306693135e-175,-1.10956342655885,0.528,0.7,5.96502806557849e-171,CD4+ effector T cell,EEF1G
HIVEP2,2.0766423841162e-172,-1.89271169050089,0.115,0.344,7.15403301328031e-168,CD4+ effector T cell,HIVEP2
LCP1,1.28745756508516e-171,0.660516904046864,0.791,0.674,4.43529131171838e-167,CD4+ effector T cell,LCP1
MSN,3.16175974866475e-171,0.730767780651902,0.72,0.575,1.08922623341501e-166,CD4+ effector T cell,MSN
BCL11B,5.93355613640103e-171,-0.980547810733547,0.421,0.643,2.04411008899016e-166,CD4+ effector T cell,BCL11B
PSMB9,1.00664286494399e-167,0.650945554450353,0.768,0.64,3.46788466973205e-163,CD4+ effector T cell,PSMB9
APOBEC3C,1.06907770104733e-167,1.20999758071553,0.367,0.194,3.68297268010804e-163,CD4+ effector T cell,APOBEC3C
RHOH,1.81225801936121e-166,-1.23218614690395,0.391,0.606,6.24322887669937e-162,CD4+ effector T cell,RHOH
ARL6IP5,2.56022023474111e-166,0.613491823749446,0.795,0.686,8.81995870868313e-162,CD4+ effector T cell,ARL6IP5
MYBL1,2.79084276760235e-166,1.05572699328955,0.387,0.201,9.61445333439008e-162,CD4+ effector T cell,MYBL1
LEPROTL1,1.50790367113493e-164,-0.906846378279465,0.413,0.641,5.19472814705984e-160,CD4+ effector T cell,LEPROTL1
CDC14A,3.30502851872597e-163,-1.58563382833862,0.206,0.433,1.1385823247011e-158,CD4+ effector T cell,CDC14A
NACA,4.63188424852433e-162,-0.316923589192267,0.985,0.976,1.59568412361663e-157,CD4+ effector T cell,NACA
DYNLL1,6.42413535895118e-162,0.876829180064476,0.622,0.461,2.21311463115868e-157,CD4+ effector T cell,DYNLL1
GLIPR2,2.39442834039543e-161,1.11961735910771,0.404,0.229,8.24880563266224e-157,CD4+ effector T cell,GLIPR2
CD4,3.36727798756365e-161,1.2214437315577,0.36,0.196,1.16002726671568e-156,CD4+ effector T cell,CD4
RPS28,4.3056367145411e-159,-0.258041695475332,0.997,0.985,1.48329184815941e-154,CD4+ effector T cell,RPS28
TMA7,6.38945728483799e-159,0.407397325183213,0.938,0.916,2.20116803462669e-154,CD4+ effector T cell,TMA7
ARPC4,7.3398923716678e-159,0.794214606536706,0.643,0.491,2.52859292203956e-154,CD4+ effector T cell,ARPC4
APMAP,5.7073213574888e-158,0.934305937608968,0.443,0.254,1.96617220765489e-153,CD4+ effector T cell,APMAP
ACTN4,7.00765941457236e-158,1.05010678187151,0.403,0.224,2.41413866832018e-153,CD4+ effector T cell,ACTN4
RPL17,8.11819036516406e-158,-0.479169777457777,0.977,0.974,2.79671658079902e-153,CD4+ effector T cell,RPL17
PIK3IP1,6.43123955516915e-157,-0.984880646512893,0.348,0.581,2.21556202675577e-152,CD4+ effector T cell,PIK3IP1
GUK1,1.45854879626843e-154,0.662181623092167,0.721,0.591,5.02470060314474e-150,CD4+ effector T cell,GUK1
UBL5,1.01250720606759e-153,0.55550060677069,0.82,0.738,3.48808732490284e-149,CD4+ effector T cell,UBL5
DHRS7,2.30125247531338e-153,0.86535482400223,0.57,0.4,7.92781477745459e-149,CD4+ effector T cell,DHRS7
RPS9,1.41318839768625e-151,-0.298563480160998,0.985,0.979,4.86843403002915e-147,CD4+ effector T cell,RPS9
RPL19,5.10336197557783e-151,-0.285764886898947,0.994,0.982,1.75810820058656e-146,CD4+ effector T cell,RPL19
FAM117B,1.43842287971866e-149,-2.38105189259431,0.058,0.25,4.95536682063078e-145,CD4+ effector T cell,FAM117B
ANK3,2.58025384166907e-149,-1.61612297149172,0.145,0.36,8.88897448454994e-145,CD4+ effector T cell,ANK3
MYC,5.11214499265776e-146,-2.08427205046843,0.067,0.262,1.7611339499706e-141,CD4+ effector T cell,MYC
SH3YL1,6.382499853659e-146,-1.99149037784149,0.066,0.262,2.19877119958553e-141,CD4+ effector T cell,SH3YL1
CD55,4.26009863010395e-145,-1.38244324104899,0.125,0.341,1.46760397807081e-140,CD4+ effector T cell,CD55
EPB41,1.38274293824235e-144,-1.00286949526675,0.408,0.614,4.76354942224489e-140,CD4+ effector T cell,EPB41
STOM,2.98456269807905e-144,1.03117629451638,0.372,0.204,1.02818184948823e-139,CD4+ effector T cell,STOM
PAG1,1.47314525788739e-143,-1.1931759388274,0.226,0.449,5.07498541342205e-139,CD4+ effector T cell,PAG1
CAP1,1.5103019707093e-143,0.712844746796097,0.679,0.551,5.20299028909353e-139,CD4+ effector T cell,CAP1
CD3G,3.67806330179924e-143,0.510928946872864,0.864,0.796,1.26709280746984e-138,CD4+ effector T cell,CD3G
RPS18,1.10217251506613e-142,-0.275298720606203,0.997,0.987,3.79698431440281e-138,CD4+ effector T cell,RPS18
ANXA6,1.11405251865092e-142,0.775178867411142,0.637,0.491,3.83791092675243e-138,CD4+ effector T cell,ANXA6
HLA-F,4.83789162363889e-140,0.552957466804596,0.797,0.712,1.6666536643436e-135,CD4+ effector T cell,HLA-F
TESPA1,7.59802746502747e-140,-1.71912055564941,0.091,0.289,2.61752046170196e-135,CD4+ effector T cell,TESPA1
EEF1A1,1.37750987855886e-139,-0.251159421474982,1,0.994,4.74552153163526e-135,CD4+ effector T cell,EEF1A1
CD63,1.5723071646348e-139,0.710166814414826,0.588,0.416,5.4165981821669e-135,CD4+ effector T cell,CD63
TMEM131L,2.34602050952344e-139,-1.46657783571106,0.144,0.351,8.08204065530823e-135,CD4+ effector T cell,TMEM131L
RPS4X,6.28583119841096e-139,-0.282207622434739,0.998,0.985,2.16546884785257e-134,CD4+ effector T cell,RPS4X
RPL10A,1.10041808667626e-138,-0.309512781958738,0.986,0.976,3.79094030859971e-134,CD4+ effector T cell,RPL10A
ZEB1,1.72547875015139e-138,-1.60620277240901,0.115,0.315,5.94427429427154e-134,CD4+ effector T cell,ZEB1
MLLT3,3.08309334248057e-138,-1.53965745986467,0.164,0.372,1.06212565648456e-133,CD4+ effector T cell,MLLT3
SRP14,1.28811809193181e-137,0.388197750280078,0.928,0.898,4.43756682670509e-133,CD4+ effector T cell,SRP14
FOXO1,1.33138621224559e-132,-1.50584288724581,0.131,0.331,4.58662550118606e-128,CD4+ effector T cell,FOXO1
LINC01578,1.49002558030214e-132,-1.37909588823681,0.131,0.332,5.13313812414088e-128,CD4+ effector T cell,LINC01578
DOCK10,1.60361928076709e-132,-1.2220432906026,0.301,0.498,5.52446842224263e-128,CD4+ effector T cell,DOCK10
CD8A,1.96470435390797e-132,-1.69089818484437,0.116,0.307,6.76840649921297e-128,CD4+ effector T cell,CD8A
JMJD1C,9.47009765332711e-132,-1.05797260616245,0.309,0.515,3.26244864157119e-127,CD4+ effector T cell,JMJD1C
PPIB,1.4880204900241e-131,0.561383469171485,0.775,0.671,5.12623058813301e-127,CD4+ effector T cell,PPIB
SESN3,7.36985297729766e-131,-1.96481534209041,0.083,0.268,2.53891435067905e-126,CD4+ effector T cell,SESN3
ZBTB20,1.61843292701176e-130,-0.947218172066742,0.357,0.561,5.5755014335555e-126,CD4+ effector T cell,ZBTB20
TMEM123,1.53571969524363e-129,-0.781947866443596,0.417,0.619,5.29055435011429e-125,CD4+ effector T cell,TMEM123
FTH1,8.8991818235407e-129,0.338146024485658,0.98,0.968,3.06576813820977e-124,CD4+ effector T cell,FTH1
LINC01619,9.23435642082508e-129,-1.34691252451277,0.107,0.303,3.18123578697424e-124,CD4+ effector T cell,LINC01619
NFKBIZ,1.12347986527718e-128,-1.51436857910518,0.145,0.342,3.87038813587989e-124,CD4+ effector T cell,NFKBIZ
PPP1R2,4.45623902294891e-128,-0.830745196502927,0.41,0.612,1.5351743434059e-123,CD4+ effector T cell,PPP1R2
RASSF1,4.88728061111473e-128,0.984083146493326,0.394,0.238,1.68366817052903e-123,CD4+ effector T cell,RASSF1
MCUB,6.57155366220745e-128,-0.899238256418556,0.344,0.558,2.26390023663047e-123,CD4+ effector T cell,MCUB
HIF1A,7.88124514767736e-128,-1.68008791351901,0.158,0.348,2.71508895337485e-123,CD4+ effector T cell,HIF1A
SCP2,9.96577171106637e-128,0.779829105731363,0.553,0.4,3.43320835446237e-123,CD4+ effector T cell,SCP2
SPN,1.6590894477598e-127,0.915613152279218,0.479,0.325,5.71556314753251e-123,CD4+ effector T cell,SPN
SNHG6,3.91955762189329e-127,-1.18155400446223,0.152,0.357,1.35028760074224e-122,CD4+ effector T cell,SNHG6
CASK,1.8115781920325e-126,-1.73549154407366,0.112,0.299,6.24088687155198e-122,CD4+ effector T cell,CASK
